random_num,股票编号,上市年限,所属行业,所属概念板块,code,上市年限计算
2999,771,2011-09-19,制造业,含可转债;国产化创新;小盘成长,601677.SH,7
2696,772,1996-08-19,批发和零售业,行业龙头;超涨;融资融券;融资融券标的;创新药;国产化创新;地方国企;参股金融;页岩气;标普道琼斯概念,600739.SH,22
1860,773,2016-02-02,制造业,超涨;充电桩,300499.SZ,2
769,774,2009-11-11,建筑业,融资融券;新疆振兴;国家队;一带一路;标普道琼斯概念;融资融券标的;地方国企,002307.SZ,9
1285,775,2016-12-28,制造业,预增;安防监控;高送转概念,002835.SZ,2
1540,776,2011-02-15,制造业,国家队;反关税;股票质押;大数据,300175.SZ,7
448,777,2000-07-18,金融业,并购阶段(需定增);重组;标普道琼斯概念;地方国企;金控平台;广东省国资;独角兽概念,000987.SZ,18
460,778,1998-01-22,电力、热力、燃气及水生产和供应业,重组;地方国企;国家队;融资融券标的;融资融券;标普道琼斯概念,001896.SZ,20
775,779,2009-12-03,制造业,融资融券标的;宽带提速;标普道琼斯概念;5G;珠三角;IPV6;超涨;基站;预增;光通信;增持;4G;国家队;融资融券;小基站,002313.SZ,9
1662,780,2012-03-19,制造业,基金重仓(季调);并购阶段(需定增);医疗改革;医疗器械;健康中国;体外诊断;重组,300298.SZ,6
3219,781,2017-08-01,科学研究和技术服务业,预增;地方国企;标普道琼斯概念;次新股,603357.SH,1
2802,782,1994-04-25,批发和零售业,重组;舟山新区,600857.SH,24
3018,783,2010-08-18,金融业,基金重仓(季调);沪伦通;融资融券;大盘蓝筹;陆股通50;万得A50;可转债;含可转债;富时罗素概念;一线龙头;预增;含H股的A股;国家队;证金概念;融资融券标的;标普道琼斯概念;MSCI大盘,601818.SH,8
3301,784,2015-06-11,制造业,雄安新区,603616.SH,3
1118,785,2012-02-28,信息传输、软件和信息技术服务业,国产软硬件;标普道琼斯概念;互联网金融;移动支付;征信;云计算;金融科技;大数据,002657.SZ,6
2316,786,2000-10-18,电力、热力、燃气及水生产和供应业,水利水电建设;创投;海绵城市;小盘成长,600283.SH,18
1446,787,2010-05-20,批发和零售业,虚拟现实;5G应用;股票质押;移动互联网;预减;重组;动漫;智能电视;超涨,300081.SZ,8
339,788,1997-12-02,批发和零售业,融资融券;融资融券标的;移动转售;虚拟现实;网络彩票;移动互联网;独角兽概念;百度概念;标普道琼斯概念;移动互联网入口;股权转让;国家队;苹果;IP流量变现,000829.SZ,21
2710,789,1996-10-11,住宿和餐饮业,含B股的A股;长三角;大消费;上海国资改革;超涨;国家队;MSCI中盘;标普道琼斯概念;地方国企;行业龙头;二线龙头;迪士尼;浦东新区;预增,600754.SH,22
2487,790,2001-12-26,农、林、牧、渔业,股权转让;重组;污水处理;反关税,600506.SH,17
2160,791,1997-09-29,制造业,超涨;新材料;光纤;含可转债;国家队;超导;预减;股票质押;员工持股;标普道琼斯概念,600105.SH,21
1952,792,2017-01-23,信息传输、软件和信息技术服务业,5G;中朝经济特区;高校;超涨;网络规划建设,300597.SZ,1
2270,793,2000-04-06,制造业,标普道琼斯概念;融资融券;融资融券标的;小盘成长;央企;预减;京津冀一体化;国家队,600230.SH,18
943,794,2010-09-21,制造业,地方国企;标普道琼斯概念;超涨;员工持股;股票质押;涉矿;预增,002481.SZ,8
2603,795,1993-03-26,房地产业,增持;地方国企;新型城镇化;期货概念,600638.SH,25
3297,796,2014-08-08,制造业,反关税;预增;标普道琼斯概念;猪产业,603609.SH,4
22,797,1993-08-09,批发和零售业,MSCI中盘;医疗改革;白马股;央企;国资改革;标普道琼斯概念;二线龙头;医保概念;融资融券标的;护城河;珠三角;基金重仓(季调);融资融券;含B股的A股;国家队,szse.000028,25
3407,798,2017-02-08,信息传输、软件和信息技术服务业,标普道琼斯概念;5G应用;上海国资改革;地方国企;IDC;百度概念;大数据;超涨,603881.SH,1
2714,799,1996-10-29,采矿业,预减;标普道琼斯概念;小盘成长;东北振兴;地方国企,600758.SH,22
3418,800,2015-01-27,制造业,MSCI中盘;基金重仓(季调);国家队;大消费;行业龙头;长三角;二线龙头;K-12教育;标普道琼斯概念;护城河,603899.SH,3
1945,801,2017-01-13,制造业,,300589.SZ,1
2485,802,2002-07-09,房地产业,融资融券标的;机器人;石墨烯;融资融券;新型城镇化;标普道琼斯概念;国家队;股票质押;并购阶段(需定增),600503.SH,16
2852,803,2017-02-21,建筑业,地方国企;预增;含可转债,600939.SH,1
1184,804,2014-06-26,制造业,白马股;国家队;猪产业,002726.SZ,4
994,805,2010-12-31,制造业,充电桩;新能源汽车;电动物流车;预增;并购阶段(需定增);国家队,002533.SZ,8
1013,806,2011-02-25,制造业,超涨;员工持股;预增;金融改革,002552.SZ,7
195,807,1996-10-28,制造业,东北振兴;含可转债;券商重仓;可转债;护城河;融资融券标的;MSCI中盘;参股金融;医疗改革;标普道琼斯概念;预增;举牌;融资融券;国家队,000623.SZ,22
3086,808,2017-01-05,交通运输、仓储和邮政业,预减,603032.SH,1
1982,809,2017-03-24,制造业,新材料;次新股,300629.SZ,1
613,810,2007-08-10,制造业,国家队,002150.SZ,11
2882,811,2004-05-17,批发和零售业,化妆品;国家队;民营医院;预增;医保概念;融资融券标的;融资融券;标普道琼斯概念;医疗改革,600993.SH,14
417,812,1999-09-16,批发和零售业,*ST;地方国企;ST概念,000950.SZ,19
3261,813,2015-03-19,制造业,举牌,603519.SH,3
1628,814,2011-09-16,信息传输、软件和信息技术服务业,虚拟现实;国家队;在线教育;三网融合,300264.SZ,7
1759,815,2014-09-10,制造业,超涨;航母;股票质押;高端装备制造,300397.SZ,4
433,816,2000-05-29,制造业,燃料电池;钨矿;标普道琼斯概念;融资融券标的;国家队;蓝宝石;磷酸铁锂电池;稀土永磁;央企;3D打印;液态金属;氢能;核电;新材料;融资融券,000969.SZ,18
669,817,2008-01-23,制造业,高送转概念;标普道琼斯概念;可转债;磷酸铁锂电池,002206.SZ,10
2223,818,1998-11-19,房地产业,行业龙头;预增;长三角;举牌;国家队;大盘蓝筹;MSCI大盘;融资融券标的;标普道琼斯概念;融资融券;陆股通50,600177.SH,20
1397,819,2009-12-25,信息传输、软件和信息技术服务业,网络游戏;重组;超涨,300031.SZ,9
3107,820,2017-04-10,制造业,次新股;半导体产业;半导体材料;液晶显示;超涨,603078.SH,1
200,821,1996-11-15,采矿业,大盘蓝筹;预减;ST概念;钛白粉;央企;钒钛;*ST;国家队,000629.SZ,22
1908,822,2016-10-18,信息传输、软件和信息技术服务业,超涨;智慧医疗,300550.SZ,2
3017,823,2016-08-08,文化、体育和娱乐业,含H股的A股;地方国企;标普道琼斯概念;文化传媒概念,601811.SH,2
2926,824,2016-09-30,金融业,社保重仓;标普道琼斯概念;融资融券标的;可转债;大盘蓝筹;融资融券;二线龙头,601128.SH,2
3322,825,2016-10-25,制造业,,603667.SH,2
830,826,2010-03-12,信息传输、软件和信息技术服务业,云计算;国产软硬件;基金重仓(季调);金融科技;融资融券;智慧城市;电子政务;网络可视化;融资融券标的;核高基;并购阶段(需定增);含可转债;十大军工集团;标普道琼斯概念;养老金概念;超涨;5G应用;中小创蓝筹;央企,002368.SZ,8
3147,827,2014-07-02,制造业,标普道琼斯概念,603168.SH,4
383,828,1999-04-08,制造业,大盘蓝筹;融资融券;标普道琼斯概念;融资融券标的;智慧农业,000902.SZ,19
1459,829,2010-07-08,农、林、牧、渔业,反关税;员工持股;股票质押;人民币贬值;生物育种,300094.SZ,8
266,830,1997-04-30,住宿和餐饮业,一带一路;丝绸之路;职业教育;地方国企,000721.SZ,21
811,831,2010-02-03,制造业,地方国企;重组;江苏省国资;标普道琼斯概念,002349.SZ,8
678,832,2008-02-18,制造业,智慧农业;员工持股;标普道琼斯概念;增持;虫害防治,002215.SZ,10
3118,833,2014-08-22,水利、环境和公共设施管理业,可转债;地方国企;东北振兴;中朝经济特区,603099.SH,4
429,834,2000-04-06,房地产业,天津市国资;预增;雄安新区;天津自贸区;地方国企,000965.SZ,18
1872,835,2016-05-26,制造业,,300512.SZ,2
2057,836,2017-11-01,制造业,次新股;近端次新股;超涨,300711.SZ,1
1746,837,2014-08-01,科学研究和技术服务业,征信;预增;股票质押;工业4.0,300384.SZ,4
615,838,2007-08-13,制造业,国家队;地方国企;国产软硬件;智能IC卡;融资融券;MSCI中盘;科技龙头;融资融券标的;员工持股;数字中国;区块链;制造业单项冠军企业;金融科技;护城河;广东省国资;珠三角;标普道琼斯概念;数字货币,002152.SZ,11
520,839,2006-08-02,制造业,预增;债转股;央企;重组;稀土永磁,002057.SZ,12
1502,840,2010-11-05,制造业,股票质押;环保概念;水利水电建设;PM2.5;雄安新区,300137.SZ,8
3034,841,2011-08-10,金融业,MSCI大盘;基金重仓(季调);标普道琼斯概念;融资融券;预增;融资融券标的;高校;证金概念;国家队,601901.SH,7
463,842,2015-12-30,房地产业,大盘蓝筹;粤港澳大湾区;MSCI大盘;富时罗素概念;万得A50;珠三角;融资融券标的;预减;融资融券;行业龙头;一线龙头;标普道琼斯概念;护城河;粤港澳自贸区;基金重仓(季调),001979.SZ,3
643,843,2007-11-13,制造业,预增;基金重仓(季调);涉矿;集成电路;科技龙头;芯片国产化;超涨;珠三角;大盘蓝筹;核高基;半导体产业;标普道琼斯概念;国家大基金;数字中国,002180.SZ,11
2695,844,1996-08-02,批发和零售业,丝绸之路;预减,600738.SH,22
2515,845,2003-01-23,制造业,国家队;光伏;低价小市值;融资融券标的;融资融券;异质结电池(HIT),600537.SH,15
2517,846,2001-08-24,制造业,股权转让;ST;西部水泥;水泥,600539.SH,17
3184,847,2017-12-25,制造业,封板新股;预增;超涨;次新股,603283.SH,1
3441,848,2016-06-29,制造业,合资企业,603958.SH,2
2418,849,2003-10-09,采矿业,*ST;ST概念;国家队;预减;地方国企,600403.SH,15
2346,850,2000-12-08,金融业,互联网金融;融资融券标的;超涨;水泥;融资融券;金控平台,600318.SH,18
1612,851,2011-07-29,信息传输、软件和信息技术服务业,新零售;移动支付;生物识别;股票质押;金融科技;O2O;数字货币;超涨;在线教育;职业教育,300248.SZ,7
1557,852,2011-03-22,制造业,机器人,300193.SZ,7
841,853,2010-03-31,制造业,环保概念;摘帽;重组,002379.SZ,8
1902,854,2016-09-08,制造业,高送转概念;预增;智能家居,300543.SZ,2
310,855,1997-09-04,制造业,MSCI大盘;地方国企;盐湖提锂;行业龙头;锂矿;高送转;融资融券;制造业单项冠军企业;超涨;小金属;融资融券标的;国家队;锂电池;甲醇;标普道琼斯概念,000792.SZ,21
2822,856,1995-10-13,制造业,股权转让;十大军工集团;中字头;成渝特区;*ST;超涨;ST概念;央企,600877.SH,23
2648,857,1993-11-08,制造业,涉矿;地方国企;含B股的A股;浦东新区;人民币贬值;中国国际进口博览会,600689.SH,25
1648,858,2012-01-10,科学研究和技术服务业,超涨;轨道交通;PPP;可转债;员工持股,300284.SZ,6
2412,859,2001-03-28,电力、热力、燃气及水生产和供应业,CDM项目;低价小市值;东北振兴;央企;国家队,600396.SH,17
1670,860,2012-03-29,制造业,太赫兹;集成电路;员工持股;基因检测;食品安全;生物识别,300306.SZ,6
3082,861,2016-03-31,制造业,,603028.SH,2
2762,862,1994-01-06,批发和零售业,东北振兴;融资融券;行业龙头;融资融券标的;国家队;预减;标普道琼斯概念;股权转让;参股金融,600811.SH,24
1437,863,2010-04-27,制造业,基金重仓(季调);一线龙头;PM2.5;白马股;国家队;行业龙头;尾气治理;融资融券标的;融资融券;中小创蓝筹;MSCI中盘;预减;环保概念,300072.SZ,8
337,864,1998-02-25,水利、环境和公共设施管理业,高校;雄安新区;标普道琼斯概念;基金重仓(季调);融资融券标的;融资融券;污水处理;员工持股;国家队;股票质押;环保概念;一线龙头;固废处理;PPP;医废处理;MSCI大盘;垃圾发电,000826.SZ,20
2520,865,2003-12-03,制造业,标普道琼斯概念;大盘蓝筹;融资融券标的;券商重仓;国家队;新疆振兴;丝绸之路;一带一路;融资融券,600545.SH,15
791,866,2010-01-06,制造业,跨境电商;乳业;股票质押;文化传媒概念;超涨;可转债;动漫;二胎政策;K-12教育,002329.SZ,8
1474,867,2010-08-25,制造业,生物疫苗;并购阶段(需定增);基因检测;体外诊断,300109.SZ,8
48,868,1998-06-05,建筑业,一带一路;央企;含可转债;轨道交通;标普道琼斯概念;小盘成长,szse.000065,20
674,869,2008-02-01,制造业,重组,002211.SZ,10
2362,870,2000-12-29,制造业,地方国企;融资融券标的;融资融券;超涨;预增,600336.SH,18
326,871,1998-06-23,制造业,融资融券标的;合资企业;职业教育;外资并购;融资融券,000812.SZ,20
2404,872,2004-02-18,批发和零售业,标普道琼斯概念;尾气治理;创投;乙醇汽油;融资融券标的;融资融券;原油储运;国家队;舟山新区,600387.SH,14
1744,873,2014-01-29,制造业,高送转概念;合资企业;工业4.0;国家队;超涨,300382.SZ,4
3259,874,2017-03-17,制造业,基金减持;超涨;标普道琼斯概念;次新股,603517.SH,1
1730,875,2014-01-29,制造业,基金重仓(季调);科技龙头;超涨;人工智能;安防监控;护城河;股票质押;高铁,300367.SZ,4
3451,876,2017-08-07,制造业,次新股,603978.SH,1
483,877,2004-07-15,制造业,仿制药;标普道琼斯概念;医保概念,002020.SZ,14
2424,878,2002-05-09,租赁和商务服务业,一带一路;参股消费金融;国家队;护城河;标普道琼斯概念;可转债;融资融券标的;征信;行业龙头;金融改革;融资融券;MSCI大盘;地方国企;电子商务;跨境电商;证金概念,600415.SH,16
953,879,2010-10-21,制造业,移动互联网;股票质押;光纤;光通信;超涨;科技龙头;宽带提速;员工持股;标普道琼斯概念;大盘蓝筹;网络可视化,002491.SZ,8
876,880,2010-07-16,制造业,消费电子产业;标普道琼斯概念;融资融券标的;传感器;预增;超涨;5G应用;融资融券;无人驾驶;军民融合,002414.SZ,8
2759,881,1994-01-06,制造业,CDM项目;国家队;融资融券标的;标普道琼斯概念;基金重仓(季调);地方国企;含H股的A股;预减;MSCI大盘;大盘蓝筹;融资融券,600808.SH,24
1079,882,2011-09-20,制造业,智能穿戴;电路板;集成电路;OLED;智能手表;预增;新型显示技术;标普道琼斯概念,002618.SZ,7
2533,883,2002-09-19,制造业,预减;机器人;央企;工业4.0,600560.SH,16
2271,884,2000-05-11,制造业,大盘蓝筹;预减;并购阶段(需定增);东北振兴;地方国企;标普道琼斯概念,600231.SH,18
1346,885,2017-09-22,制造业,近端次新股;次新股,002900.SZ,1
2545,886,2003-02-26,制造业,啤酒;地方国企;预减;最小市值,600573.SH,15
2010,887,2017-06-02,制造业,次新股,300660.SZ,1
1716,888,2012-09-12,信息传输、软件和信息技术服务业,高送转概念;超涨;股票质押;员工持股;金融科技;操作系统;预减;密码学;网络安全,300352.SZ,6
2005,889,2017-05-23,制造业,超涨;锂电池;新型显示技术;次新股;半导体材料;光伏;合资企业;半导体产业;含可转债;国产化创新,300655.SZ,1
1447,890,2010-05-20,制造业,锂电电解液;国家队;可转债;员工持股;锂电池,300082.SZ,8
1553,891,2011-03-16,农、林、牧、渔业,低价小市值;举牌;海南自贸港;反关税;生物育种,300189.SZ,7
1596,892,2011-06-22,制造业,人民币贬值;绿色节能照明;基金重仓(季调);含可转债;员工持股;制造业单项冠军企业;可转债,300232.SZ,7
1736,893,2015-03-19,制造业,国家队;雄安新区;建筑节能;装配式建筑,300374.SZ,3
350,894,1998-06-09,批发和零售业,超涨;央企;IPV6;融资融券;融资融券标的;预增;网络彩票;第三方支付;国企混改;车联网;电子商务;物联网,000851.SZ,20
